y_true,y_pred_main_model,y_prob_main_model,y_pred_hyper_classifier,y_prob_hyper_classifier,y_pred_meta_classifier,y_prob_meta_classifier
True,1,0.9913306,1,0.9647767,1,0.9626924
True,1,0.897506,1,0.99154145,1,0.992192
True,1,0.9246704,1,0.9914302,1,0.992192
True,0,0.015038786,0,0.25943124,0,0.27089992
False,0,0.01027313,0,0.005720672,0,0.010296544
True,1,0.71462363,1,0.99096346,1,0.9914205
False,0,0.122585215,0,0.002465418,0,0.0050654914
True,0,0.31845617,1,0.9984647,1,0.98909235
False,0,0.08882326,0,0.0033115332,0,0.0050654914
True,1,0.97178227,1,0.99490875,1,0.994371
True,1,0.98811114,1,0.9984647,1,0.99456763
False,0,0.06728237,0,0.002465418,0,0.0050654914
True,1,0.93416244,1,0.99003416,1,0.99429566
False,0,0.036596794,0,0.0014888997,0,0.0050654914
True,1,0.9752544,1,0.99740183,1,0.99456763
True,1,0.96766114,1,0.9984647,1,0.99456763
False,0,0.15076932,0,0.002465418,0,0.0050654914
False,1,0.6094912,0,0.44966406,1,0.64589137
False,0,0.024203314,0,0.004208192,0,0.0050654914
True,1,0.80961037,1,0.99034715,1,0.9914205
False,0,0.040334973,0,0.0014888997,0,0.0050654914
False,0,0.27362183,0,0.03589721,0,0.010296544
True,1,0.9827126,1,0.99783725,1,0.99456763
False,0,0.14483692,0,0.0014888997,0,0.0050654914
True,1,0.73037374,1,0.97994554,1,0.9391808
False,0,0.058262717,0,0.0016023163,0,0.0050654914
False,0,0.3793995,0,0.0019739198,0,0.0064683943
True,0,0.4598379,1,0.9698307,1,0.9359244
False,0,0.23289672,0,0.0016023163,0,0.0050654914
False,0,0.07019418,0,0.0014888997,0,0.0050654914
True,1,0.74354416,1,0.9877537,1,0.9805894
False,0,0.0725138,0,0.0033115332,0,0.0050654914
False,0,0.092686035,0,0.0014888997,0,0.0050654914
True,1,0.5798452,1,0.9778661,1,0.9391808
False,0,0.050609875,0,0.0014888997,0,0.0050654914
False,1,0.71168816,0,0.0014888997,0,0.007878492
False,0,0.20682417,0,0.017884048,0,0.010296544
False,0,0.07734899,0,0.0014888997,0,0.0050654914
False,0,0.009574101,0,0.0014888997,0,0.0050654914
True,1,0.98887527,1,0.9942135,1,0.994371
False,1,0.8897499,0,0.0014888997,0,0.007677792
True,1,0.8559468,1,0.988561,1,0.9827513
False,0,0.06304176,0,0.0016023163,0,0.0050654914
False,0,0.23920347,0,0.0014888997,0,0.0050654914
True,1,0.6484451,1,0.99784505,1,0.99171937
False,0,0.2020422,0,0.0014888997,0,0.0050654914
True,1,0.74880147,1,0.9979796,1,0.99171937
False,0,0.036484655,0,0.002465418,0,0.0050654914
True,1,0.9672792,1,0.9914302,1,0.994371
False,1,0.6634506,0,0.00961792,0,0.015967894
True,1,0.8752607,1,0.9942135,1,0.9916408
False,0,0.13354284,0,0.0019739198,0,0.0050654914
True,1,0.55915004,1,0.99818975,1,0.99171937
False,0,0.07726131,0,0.0014888997,0,0.0050654914
True,1,0.8873983,1,0.9984862,1,0.991932
False,0,0.034259364,0,0.0014888997,0,0.0050654914
False,0,0.016479732,0,0.0016023163,0,0.0050654914
True,1,0.8629465,1,0.9984647,1,0.991932
False,0,0.45094448,0,0.006067547,0,0.015967894
False,0,0.047018014,0,0.0014888997,0,0.0050654914
True,1,0.94005597,1,0.9984647,1,0.99449486
False,0,0.051585644,0,0.008560423,0,0.010296544
False,0,0.0939497,0,0.002465418,0,0.0050654914
True,1,0.9923185,1,0.9925964,1,0.994371
False,1,0.9476487,1,0.77691644,1,0.9114967
True,1,0.5170335,1,0.983869,1,0.975804
True,0,0.40199605,1,0.93566406,1,0.9359244
False,0,0.028354004,0,0.0014888997,0,0.0050654914
True,1,0.9559519,1,0.99609923,1,0.99456763
False,0,0.4818486,0,0.0014888997,0,0.007878492
False,0,0.04772652,0,0.0016023163,0,0.0050654914
False,0,0.006705978,0,0.0031292709,0,0.0050654914
False,1,0.884108,0,0.0014888997,0,0.007677792
True,1,0.99345475,1,0.9984862,1,0.99456763
True,1,0.98028874,1,0.99034715,1,0.994371
True,1,0.97833145,1,0.99792564,1,0.99456763
True,1,0.98413116,1,0.9984199,1,0.99456763
False,0,0.05531459,0,0.011104876,0,0.010296544
True,1,0.7462355,1,0.62882376,1,0.7056552
False,0,0.3329721,0,0.0019739198,0,0.0064683943
False,0,0.07047057,0,0.3401006,0,0.3036545
False,0,0.08653368,0,0.0014888997,0,0.0050654914
True,1,0.8639846,1,0.9984862,1,0.991932
False,0,0.12208379,0,0.0016023163,0,0.0050654914
False,0,0.27825597,0,0.0016023163,0,0.0050654914
False,0,0.3802134,0,0.0014888997,0,0.0064683943
False,0,0.022226831,0,0.0019739198,0,0.0050654914
False,0,0.0070300624,0,0.0016023163,0,0.0050654914
False,0,0.05963309,0,0.0061437148,0,0.010296544
False,1,0.64613,1,0.88003796,1,0.87392986
True,0,0.45434737,1,0.9979432,1,0.99171937
True,1,0.96350443,1,0.99801266,1,0.99456763
False,0,0.33110732,0,0.0014888997,0,0.0064683943
False,0,0.015365003,0,0.009015256,0,0.010296544
True,0,0.47213194,1,0.9839129,1,0.975804
False,0,0.06629999,0,0.0014888997,0,0.0050654914
True,1,0.6647236,1,0.67937,1,0.77158266
False,0,0.0903347,0,0.0014888997,0,0.0050654914
True,1,0.8702415,1,0.94121367,1,0.9433895
False,0,0.049980268,0,0.002465418,0,0.0050654914
True,1,0.97310287,1,0.99356383,1,0.994371
False,0,0.028739199,0,0.0031292709,0,0.0050654914
True,1,0.87864745,1,0.9984647,1,0.991932
False,0,0.13714905,0,0.0031292709,0,0.0050654914
False,0,0.2837658,0,0.033633027,0,0.010296544
True,1,0.9281961,1,0.9984647,1,0.99246407
False,0,0.24462171,0,0.0014888997,0,0.0050654914
True,0,0.022632465,1,0.98836285,1,0.9745223
False,1,0.5346187,0,0.2805073,0,0.36600783
False,0,0.049868573,0,0.0014888997,0,0.0050654914
True,1,0.8436943,1,0.9984647,1,0.991932
True,1,0.8057001,1,0.9841218,1,0.975804
False,0,0.30785558,0,0.0016023163,0,0.0050654914
True,1,0.9847408,1,0.9896917,1,0.98835075
True,1,0.97592396,1,0.99562526,1,0.994371
True,0,0.2690762,1,0.98338014,1,0.9745223
True,1,0.96796733,1,0.99792564,1,0.99456763
False,0,0.22853138,0,0.0016023163,0,0.0050654914
True,1,0.9817909,1,0.99245185,1,0.994371
True,1,0.5769322,1,0.9983606,1,0.99171937
True,1,0.94721586,1,0.95047176,1,0.9626924
True,1,0.9853596,1,0.99631906,1,0.99456763
False,1,0.50404054,0,0.078948855,0,0.104136415
False,0,0.039144274,0,0.0014888997,0,0.0050654914
True,1,0.9497856,1,0.99609923,1,0.99456763
True,1,0.83928496,1,0.99562526,1,0.9916408
False,1,0.85542387,0,0.002465418,0,0.007677792
False,0,0.037645172,0,0.0014888997,0,0.0050654914
False,0,0.14746355,0,0.0014888997,0,0.0050654914
False,0,0.116311386,0,0.0019739198,0,0.0050654914
True,1,0.9375599,1,0.99536455,1,0.99429566
True,1,0.91083896,1,0.6363033,1,0.7494543
True,1,0.5312324,1,0.98328006,1,0.975804
True,1,0.87309647,1,0.9954847,1,0.9916408
False,0,0.08119704,0,0.007814266,0,0.010296544
True,0,0.4137026,1,0.70424217,1,0.77158266
False,0,0.17161192,0,0.0014888997,0,0.0050654914
False,0,0.03813677,0,0.0014888997,0,0.0050654914
False,0,0.052346785,0,0.0014888997,0,0.0050654914
True,1,0.9816789,1,0.9984647,1,0.99456763
True,1,0.9896908,1,0.9925964,1,0.994371
True,1,0.9594253,1,0.9984647,1,0.99456763
False,1,0.90394443,0,0.07570334,0,0.10852886
True,1,0.98112947,1,0.9984199,1,0.99456763
True,1,0.9875496,1,0.9984647,1,0.99456763
True,1,0.80412346,1,0.9984647,1,0.99171937
False,0,0.096493654,0,0.0019739198,0,0.0050654914
True,1,0.79297966,1,0.9925964,1,0.9914205
True,1,0.9357611,1,0.99012285,1,0.99429566
False,1,0.8562871,0,0.0014888997,0,0.007677792
True,1,0.991458,1,0.9968669,1,0.99456763
True,1,0.904992,1,0.9969909,1,0.99246407
True,1,0.5381967,1,0.98801184,1,0.9805894
True,1,0.98014706,1,0.9984862,1,0.99456763
False,0,0.2345168,0,0.002465418,0,0.0050654914
False,0,0.11313453,0,0.0014888997,0,0.0050654914
False,0,0.03897279,0,0.0019739198,0,0.0050654914
False,0,0.11956045,0,0.0043876804,0,0.010296544
False,0,0.041060492,0,0.0014888997,0,0.0050654914
True,1,0.9919682,1,0.9984862,1,0.99456763
True,1,0.86501396,1,0.95563304,1,0.9433895
True,0,0.16498815,1,0.9984647,1,0.98909235
False,0,0.082981125,0,0.0014888997,0,0.0050654914
False,0,0.18731774,0,0.0014888997,0,0.0050654914
False,0,0.07111741,0,0.0061437148,0,0.010296544
False,0,0.115222305,0,0.0016023163,0,0.0050654914
True,1,0.6530551,1,0.98601335,1,0.975804
True,1,0.9500845,1,0.9942135,1,0.994371
True,1,0.8519212,1,0.9957932,1,0.991932
True,1,0.9886396,1,0.9979845,1,0.99456763
True,1,0.9183381,1,0.97747815,1,0.95066047
True,1,0.74211425,1,0.98281443,1,0.975804
False,1,0.62018484,0,0.0014888997,0,0.007878492
True,0,0.20900595,1,0.9952282,1,0.98869985
True,0,0.4410335,1,0.9673094,1,0.9359244
False,1,0.914869,1,0.6654527,1,0.8082375
True,1,0.88264066,1,0.99770975,1,0.991932
False,0,0.027438587,0,0.0016023163,0,0.0050654914
False,0,0.34115544,0,0.0014888997,0,0.0064683943
False,0,0.22265312,0,0.0038536335,0,0.0050654914
False,0,0.44595084,0,0.002465418,0,0.007878492
False,0,0.3363139,0,0.0014888997,0,0.0064683943
True,1,0.97135746,1,0.97502553,1,0.9646399
False,0,0.057883542,0,0.0016023163,0,0.0050654914
False,0,0.3523226,0,0.009753549,0,0.01312909
False,0,0.06350527,0,0.0014888997,0,0.0050654914
True,1,0.97563654,1,0.99631906,1,0.99456763
True,1,0.8699552,1,0.99706024,1,0.991932
False,0,0.03715111,0,0.0029080869,0,0.0050654914
False,1,0.5522988,0,0.0014888997,0,0.007878492
True,1,0.9414899,1,0.99490875,1,0.99429566
True,0,0.39333504,1,0.98984164,1,0.9802864
True,1,0.9446042,1,0.99667215,1,0.99456763
True,1,0.94015205,1,0.991774,1,0.99429566
False,0,0.032811243,0,0.0014888997,0,0.0050654914
False,0,0.029910378,0,0.0014888997,0,0.0050654914
True,0,0.03767505,1,0.9311702,1,0.90523607
True,1,0.68229693,1,0.8417045,1,0.87392986
False,0,0.1040416,0,0.002465418,0,0.0050654914
False,0,0.011259776,0,0.0014888997,0,0.0050654914
True,1,0.9660872,1,0.9984647,1,0.99456763
True,1,0.98591334,1,0.9984862,1,0.99456763
False,0,0.040773705,0,0.004208192,0,0.0050654914
False,0,0.087097585,0,0.0019739198,0,0.0050654914
True,0,0.25320804,1,0.68945014,1,0.7105473
True,1,0.9286198,1,0.99562526,1,0.992192
True,1,0.9329555,1,0.99609923,1,0.99449486
True,1,0.9511537,1,0.9984647,1,0.99456763
True,1,0.8723616,1,0.9984647,1,0.991932
True,1,0.94381714,1,0.9983606,1,0.99456763
False,1,0.62898463,0,0.49000698,1,0.6720576
True,1,0.988847,1,0.9984647,1,0.99456763
True,1,0.9698982,1,0.9797467,1,0.9646399
False,0,0.030963311,0,0.0014888997,0,0.0050654914
True,1,0.9714166,1,0.996597,1,0.99456763
True,1,0.980998,1,0.97523206,1,0.9646399
True,1,0.97015744,1,0.9984199,1,0.99456763
True,1,0.9586768,1,0.9941711,1,0.994371
False,0,0.25628167,0,0.0014888997,0,0.0050654914
True,1,0.67419744,1,0.85985464,1,0.87392986
True,1,0.98055077,1,0.9942135,1,0.994371
False,0,0.23946133,0,0.015051533,0,0.010296544
False,0,0.038475063,0,0.0014888997,0,0.0050654914
False,1,0.8121069,0,0.0064836144,0,0.015967894
False,0,0.1864025,0,0.002465418,0,0.0050654914
False,0,0.28040382,0,0.082598105,0,0.069357246
False,0,0.1758695,0,0.0014888997,0,0.0050654914
False,0,0.1568002,0,0.002465418,0,0.0050654914
True,1,0.9268157,1,0.9984647,1,0.99246407
True,1,0.7159243,1,0.71650106,1,0.85508466
True,1,0.89409477,1,0.99740356,1,0.99246407
True,1,0.92069036,1,0.9901023,1,0.992192
False,0,0.031805445,0,0.0014888997,0,0.0050654914
False,1,0.740618,0,0.0019739198,0,0.007878492
False,0,0.17265175,0,0.0014888997,0,0.0050654914
True,0,0.25038007,1,0.9983606,1,0.98909235
True,1,0.9497856,1,0.95332795,1,0.9626924
True,1,0.9814705,1,0.99740356,1,0.99456763
False,0,0.030406227,0,0.002465418,0,0.0050654914
True,1,0.9530836,1,0.9947107,1,0.994371
False,0,0.032330927,0,0.0014888997,0,0.0050654914
True,1,0.9796529,1,0.99740356,1,0.99456763
True,1,0.9848542,1,0.99562526,1,0.994371
True,1,0.86909044,1,0.9943137,1,0.9916408
False,0,0.036400944,0,0.0031292709,0,0.0050654914
True,1,0.7623564,1,0.9984862,1,0.99171937
True,1,0.9552551,1,0.9984647,1,0.99456763
True,1,0.9409288,1,0.92459923,1,0.96220917
False,0,0.10898385,0,0.0019739198,0,0.0050654914
False,0,0.039930478,0,0.0016023163,0,0.0050654914
False,1,0.67813385,0,0.07942974,0,0.104136415
False,0,0.2499837,0,0.0019739198,0,0.0050654914
False,0,0.11624003,0,0.0014888997,0,0.0050654914
False,1,0.7209905,0,0.0014888997,0,0.007878492
True,1,0.9890364,1,0.99034715,1,0.994371
True,1,0.57455146,1,0.9984647,1,0.99171937
True,0,0.14507331,1,0.9970789,1,0.98909235
True,1,0.95664763,1,0.99555784,1,0.994371
False,0,0.40357864,0,0.016160991,0,0.015967894
True,1,0.8378859,1,0.9984647,1,0.991932
True,1,0.91616315,1,0.99581796,1,0.99246407
False,1,0.6025453,1,0.85257566,1,0.87392986
False,0,0.057331044,0,0.0019739198,0,0.0050654914
False,0,0.09724706,0,0.0014888997,0,0.0050654914
True,1,0.93662745,1,0.9984647,1,0.99449486
True,1,0.76301926,1,0.9973272,1,0.99171937
True,1,0.94397473,1,0.997936,1,0.99456763
False,0,0.2220935,0,0.0014888997,0,0.0050654914
False,0,0.18865016,0,0.0016023163,0,0.0050654914
True,1,0.98910123,1,0.9925964,1,0.994371
True,1,0.98843926,1,0.98015666,1,0.9646399
True,1,0.92755795,1,0.99663264,1,0.99246407
False,1,0.57846594,0,0.0014888997,0,0.007878492
True,1,0.5084425,1,0.99740356,1,0.99171937
False,1,0.92035484,0,0.0014888997,0,0.0076871095
True,1,0.76714283,1,0.8698841,1,0.87392986
True,1,0.98072803,1,0.9960731,1,0.99456763
True,1,0.72621036,1,0.9788206,1,0.9391808
False,1,0.62682986,0,0.0014888997,0,0.007878492
False,0,0.27734464,0,0.16425125,0,0.27089992
False,0,0.019720616,0,0.0014888997,0,0.0050654914
True,1,0.8422544,1,0.9923483,1,0.9916408
True,0,0.24206764,1,0.646621,1,0.6393968
True,1,0.99108267,1,0.92500985,1,0.9626924
False,0,0.07860267,0,0.0016023163,0,0.0050654914
False,0,0.02725702,0,0.0019739198,0,0.0050654914
True,1,0.95852816,1,0.99356383,1,0.994371
False,1,0.77055526,0,0.0014888997,0,0.007878492
False,1,0.50755775,0,0.0014888997,0,0.007878492
True,1,0.9740182,1,0.9973688,1,0.99456763
True,1,0.8251199,1,0.97747815,1,0.9391808
False,0,0.037040766,0,0.0031292709,0,0.0050654914
True,1,0.9699439,1,0.99034715,1,0.994371
False,0,0.4098881,0,0.023936203,0,0.015967894
False,0,0.30059415,0,0.2792141,0,0.3036545
True,1,0.8712372,1,0.88314396,1,0.8877514
False,1,0.94292957,1,0.53138137,1,0.7762334
False,0,0.13801701,0,0.0014888997,0,0.0050654914
False,0,0.06237487,0,0.0014888997,0,0.0050654914
True,1,0.9897914,1,0.99245775,1,0.994371
False,0,0.47178367,0,0.0014888997,0,0.007878492
True,1,0.57131857,1,0.9984647,1,0.99171937
False,0,0.14776942,0,0.0014888997,0,0.0050654914
False,0,0.030573342,0,0.0014888997,0,0.0050654914
False,1,0.8196444,0,0.0019739198,0,0.007878492
True,1,0.9430747,1,0.9684724,1,0.9626924
True,1,0.9826865,1,0.9984862,1,0.99456763
True,1,0.8830716,1,0.9970771,1,0.991932
True,0,0.3209622,1,0.9909224,1,0.98869985
True,1,0.8616803,1,0.9983606,1,0.991932
True,1,0.9331382,1,0.7733074,1,0.9104119
False,0,0.042542435,0,0.0016023163,0,0.0050654914
True,1,0.98315454,1,0.9973278,1,0.99456763
True,1,0.96092254,1,0.9984647,1,0.99456763
False,0,0.01935298,0,0.0014888997,0,0.0050654914
True,0,0.47007528,1,0.99831593,1,0.99171937
False,0,0.43711695,0,0.0061437148,0,0.015967894
False,0,0.088669,0,0.0031292709,0,0.0050654914
False,0,0.06941292,0,0.0014888997,0,0.0050654914
False,1,0.8494561,0,0.0014888997,0,0.007677792
True,1,0.9506235,1,0.9857085,1,0.9854504
True,1,0.9319322,1,0.9880536,1,0.98387897
True,1,0.89649856,1,0.9984647,1,0.99246407
True,1,0.6746395,1,0.9984647,1,0.99171937
True,1,0.9411432,1,0.99356383,1,0.99429566
False,0,0.033231303,0,0.0014888997,0,0.0050654914
True,1,0.9806325,1,0.9974119,1,0.99456763
True,1,0.9824687,1,0.9984647,1,0.99456763
False,0,0.058330454,0,0.0014888997,0,0.0050654914
True,1,0.9097876,1,0.9788206,1,0.95066047
True,0,0.36782473,1,0.84689873,1,0.83110005
False,0,0.38430837,0,0.44859874,1,0.59419733
True,1,0.96183485,1,0.9899643,1,0.994371
False,0,0.3055144,0,0.0014888997,0,0.0050654914
False,1,0.9743935,1,0.86746806,1,0.9236608
False,0,0.39307466,0,0.0014888997,0,0.0064683943
False,0,0.016616443,0,0.0014888997,0,0.0050654914
True,1,0.7567186,1,0.9984647,1,0.99171937
True,1,0.9628608,1,0.98489964,1,0.9854504
True,1,0.955508,1,0.9984862,1,0.99456763
False,0,0.014981498,0,0.03589721,0,0.010296544
True,1,0.99441683,1,0.99801266,1,0.99456763
False,0,0.063245505,0,0.0029080869,0,0.0050654914
False,0,0.041379623,0,0.0014888997,0,0.0050654914
True,1,0.8946947,1,0.9984647,1,0.99246407
False,0,0.13024841,0,0.002465418,0,0.0050654914
False,0,0.3041857,0,0.008333177,0,0.010296544
True,1,0.9913783,1,0.99034715,1,0.994371
True,1,0.97253835,1,0.9914302,1,0.994371
False,0,0.06980629,0,0.0016023163,0,0.0050654914
True,1,0.97295827,1,0.9980217,1,0.99456763
False,0,0.38726008,0,0.009443152,0,0.01312909
False,0,0.014690949,0,0.0038536335,0,0.0050654914
False,0,0.031528253,0,0.0014888997,0,0.0050654914
False,0,0.06192666,0,0.0016023163,0,0.0050654914
False,0,0.27024475,0,0.0016023163,0,0.0050654914
False,0,0.35031202,0,0.0014888997,0,0.0064683943
False,0,0.03868479,0,0.0014888997,0,0.0050654914
True,1,0.97178227,1,0.99356383,1,0.994371
False,0,0.03244784,0,0.005720672,0,0.010296544
True,1,0.9624504,1,0.9353202,1,0.9626924
False,0,0.040817693,0,0.0019739198,0,0.0050654914
True,1,0.95948,1,0.9979845,1,0.99456763
False,0,0.4918279,0,0.00961792,0,0.015967894
False,0,0.21748006,0,0.008333177,0,0.010296544
False,0,0.05093329,0,0.0014888997,0,0.0050654914
True,1,0.6097186,0,0.023936203,0,0.015967894
False,0,0.040552072,0,0.002465418,0,0.0050654914
False,0,0.2941027,0,0.002465418,0,0.0050654914
True,1,0.834258,1,0.9943591,1,0.99130553
True,1,0.98981315,1,0.98469585,1,0.9854504
True,1,0.9556595,1,0.9878996,1,0.98835075
False,0,0.009181492,0,0.0014888997,0,0.0050654914
True,1,0.936553,1,0.9984647,1,0.99449486
False,0,0.014228906,0,0.0014888997,0,0.0050654914
True,1,0.7572012,1,0.99663264,1,0.99171937
False,1,0.8387045,1,0.99480176,1,0.9916408
False,0,0.058626387,0,0.0014888997,0,0.0050654914
True,1,0.9117859,1,0.9942135,1,0.992192
True,1,0.8784801,1,0.9671559,1,0.9433895
True,1,0.98252285,1,0.99740183,1,0.99456763
False,0,0.017239569,0,0.0014888997,0,0.0050654914
True,1,0.9775049,1,0.99083227,1,0.994371
True,1,0.92424506,1,0.9984199,1,0.99246407
False,1,0.5583646,0,0.0019739198,0,0.007878492
False,0,0.12468849,0,0.0014888997,0,0.0050654914
False,0,0.02349916,0,0.0016023163,0,0.0050654914
False,0,0.012802748,0,0.0014888997,0,0.0050654914
False,0,0.24214816,0,0.0014888997,0,0.0050654914
False,0,0.013330245,0,0.0014888997,0,0.0050654914
False,0,0.01641553,0,0.0014888997,0,0.0050654914
False,0,0.07443132,1,0.7348397,1,0.81089324
False,0,0.11855013,0,0.0014888997,0,0.0050654914
True,1,0.9392871,1,0.8450437,1,0.9227125
True,1,0.95230144,1,0.77636683,1,0.9114967
True,1,0.93632656,1,0.9984862,1,0.99449486
True,1,0.81304175,1,0.90811926,1,0.9359244
True,1,0.9728742,1,0.99609923,1,0.99456763
False,0,0.0950026,0,0.015676586,0,0.010296544
False,1,0.85883826,0,0.0014888997,0,0.007677792
False,0,0.22662905,0,0.011864654,0,0.010296544
True,1,0.675264,1,0.59675664,1,0.7056552
True,1,0.974686,1,0.99245185,1,0.994371
True,0,0.33632535,1,0.5908488,1,0.65806705
True,1,0.9212213,1,0.99805367,1,0.99246407
True,1,0.9847156,1,0.997936,1,0.99456763
True,1,0.9757859,1,0.9555626,1,0.9626924
False,0,0.022647852,0,0.0016023163,0,0.0050654914
True,1,0.9897914,1,0.99245775,1,0.994371
False,0,0.21389584,0,0.0014888997,0,0.0050654914
False,0,0.4862164,0,0.0061437148,0,0.015967894
False,0,0.059051953,0,0.002465418,0,0.0050654914
False,0,0.12230831,0,0.0014888997,0,0.0050654914
False,1,0.91705406,0,0.0014888997,0,0.0076871095
True,1,0.9811189,1,0.9984647,1,0.99456763
False,0,0.05094172,0,0.0014888997,0,0.0050654914
False,0,0.060016382,0,0.0016023163,0,0.0050654914
True,1,0.6286869,1,0.9980939,1,0.99171937
True,1,0.9773959,1,0.9984862,1,0.99456763
True,1,0.9563252,1,0.9984199,1,0.99456763
False,0,0.016776308,0,0.0016023163,0,0.0050654914
False,0,0.09329574,0,0.0064836144,0,0.010296544
True,1,0.9271403,1,0.99110013,1,0.992192
True,1,0.9940123,1,0.99546427,1,0.994371
True,1,0.98887527,1,0.99289274,1,0.994371
True,1,0.9032178,1,0.9852228,1,0.97988796
True,1,0.991155,1,0.9980217,1,0.99456763
False,0,0.018120546,0,0.002465418,0,0.0050654914
False,0,0.21948923,0,0.0014888997,0,0.0050654914
True,1,0.98497635,1,0.9984199,1,0.99456763
True,1,0.9283337,1,0.98853123,1,0.98387897
False,0,0.47318944,0,0.007814266,0,0.015967894
False,0,0.21710947,0,0.0014888997,0,0.0050654914
False,1,0.6569521,0,0.28775638,0,0.36600783
True,1,0.9562807,1,0.9971258,1,0.99456763
True,1,0.9925769,1,0.99581796,1,0.99456763
True,1,0.97063816,1,0.99609923,1,0.99456763
True,1,0.9878527,1,0.9972669,1,0.99456763
True,1,0.91608715,1,0.651664,1,0.7494543
False,0,0.04219328,0,0.0014888997,0,0.0050654914
True,0,0.35437828,1,0.9981517,1,0.99158853
False,0,0.032804403,0,0.0014888997,0,0.0050654914
False,0,0.1582055,0,0.0014888997,0,0.0050654914
True,1,0.9532752,1,0.7348397,1,0.9114967
True,1,0.9395822,1,0.8441734,1,0.9227125
False,0,0.035955917,0,0.0014888997,0,0.0050654914
False,0,0.24703008,0,0.027674261,0,0.010296544
False,0,0.31639573,0,0.004208192,0,0.0050654914
False,1,0.6888315,0,0.0016023163,0,0.007878492
False,0,0.05181068,0,0.0016023163,0,0.0050654914
True,1,0.9858973,1,0.9984647,1,0.99456763
True,1,0.9533692,1,0.9976325,1,0.99456763
True,1,0.9784025,1,0.9984862,1,0.99456763
True,1,0.8077951,1,0.99663264,1,0.99171937
True,1,0.92831695,1,0.99490875,1,0.992192
True,0,0.41416287,1,0.977128,1,0.9391808
False,0,0.012283222,0,0.0014888997,0,0.0050654914
False,0,0.16245545,0,0.0014888997,0,0.0050654914
True,1,0.96399796,1,0.9921394,1,0.994371
True,1,0.92743367,1,0.99801266,1,0.99246407
False,1,0.5726564,0,0.0014888997,0,0.007878492
False,0,0.031861685,0,0.0014888997,0,0.0050654914
False,0,0.1905156,0,0.18439794,0,0.27089992
False,0,0.08411442,0,0.0029080869,0,0.0050654914
False,1,0.65236896,0,0.02767408,0,0.015967894
True,1,0.56996113,1,0.9984647,1,0.99171937
False,0,0.060477693,0,0.0014888997,0,0.0050654914
True,1,0.9728742,1,0.9944971,1,0.994371
True,1,0.9595511,1,0.99555784,1,0.994371
True,1,0.9910405,1,0.9872175,1,0.98835075
False,0,0.048908748,0,0.0014888997,0,0.0050654914
True,1,0.88876873,1,0.99480176,1,0.9916408
False,0,0.049719755,0,0.0014888997,0,0.0050654914
False,0,0.06318554,0,0.0014888997,0,0.0050654914
True,1,0.78167814,1,0.9973459,1,0.99171937
True,1,0.98332167,1,0.9984647,1,0.99456763
True,1,0.9318345,1,0.9984647,1,0.99246407
